"FACULTY_NAME","FACULTY","COURSETITLE","SUBJECT","COURSE_NUMBER","CREDIT","COURSE_TITLE","SECTION","INSTRUCTOR_NAME"
"School of the Arts. Media. Performance and Design","FA","Understanding Form and Context","DESN","1002","3","Understanding Form and Context","M","Ronald , Tau"
"School of the Arts. Media. Performance and Design","FA","Understanding Form and Context","DESN","1002","3","Understanding Form and Context","M","Wendy S , Wong"
"School of the Arts. Media. Performance and Design","FA","Unpacking the Interface","DESN","4102","3","Unpacking the Interface","A","Dan , Silveira"
"School of the Arts. Media. Performance and Design","FA","Virtual Cinematography: Blending Real and Digital","PANF","3852","3","Virtual Cinematography","M","Hector , Centeno Garcia"
"School of the Arts. Media. Performance and Design","FA","Virtual Worldbuilding: Methods and Issues","PANF","3854","3","Virtual Worldbuilding","M","Mary , Bunch"
"School of the Arts. Media. Performance and Design","FA","Visual Culture in Modern Asia","ARTH","3345","3","Visual Culture in Modern Asia","M","Hong , Kal"
"School of the Arts. Media. Performance and Design","FA","Visual Interaction Design","DESN","1011","3","Visual Interaction Design","M","Katrina , Lovrick"
"School of the Arts. Media. Performance and Design","FA","Visual Interaction Design","DESN","1011","3","Visual Interaction Design","M","Michael , Fazal"
"School of the Arts. Media. Performance and Design","FA","Visual Interaction Design","DESN","1011","3","Visual Interaction Design","M","Silvia , Stroie"
"School of the Arts. Media. Performance and Design","FA","Vocal Music Education","MUSI","3604","3","Vocal Music Education","M","Melissa , Davis"
"School of the Arts. Media. Performance and Design","FA","Voice and Speech I","THEA","2060","3","Voice and Speech I","A","Catherine , Montgomery"
"School of the Arts. Media. Performance and Design","FA","Voice and Speech I","THEA","2060","3","Voice and Speech I","A","Catherine , Sobocan"
"School of the Arts. Media. Performance and Design","FA","Voice and Speech I","THEA","2060","3","Voice and Speech I","A","Katharine , Rajczak"
"School of the Arts. Media. Performance and Design","FA","Voice and Speech I","THEA","2060","3","Voice and Speech I","A","Laurel , Paetz Smith"
"School of the Arts. Media. Performance and Design","FA","Voice and Speech I","THEA","2060","3","Voice and Speech I","A","Patricia , Tedford"
"School of the Arts. Media. Performance and Design","FA","Voice and Speech I","THEA","2060","3","Voice and Speech I","M","Catherine , Sobocan"
"School of the Arts. Media. Performance and Design","FA","Voice and Speech I","THEA","2060","3","Voice and Speech I","M","Laurel , Paetz Smith"
"School of the Arts. Media. Performance and Design","FA","Voice and Speech I","THEA","2060","3","Voice and Speech I","M","Patricia , Tedford"
"School of the Arts. Media. Performance and Design","FA","Voice and Speech I","THEA","2060","3","Voice and Speech I","M","Sasha , Singer-Wilson"
"School of the Arts. Media. Performance and Design","FA","Voice: Accent & Voice-Over","THEA","4010","3","Voice: Accent & Voice-Over","A","Patricia , Tedford"
"School of the Arts. Media. Performance and Design","FA","Voice: Breath. Sound. Text","THEA","2010","3","Voice: Breath. Sound. Text","A","Patricia , Tedford"
"School of the Arts. Media. Performance and Design","FA","Voice: Breath. Sound. Text","THEA","2010","3","Voice: Breath. Sound. Text","M","Patricia , Tedford"
"School of the Arts. Media. Performance and Design","FA","Voice: Classical Text & Intelligibility","THEA","3010","3","Voice: Classical Text & Intelligibility","A","Eric , Armstrong"
"School of the Arts. Media. Performance and Design","FA","Voice: Personal Accent Project","THEA","4011","3","Voice: Personal Accent Project","M","Laurel , Paetz Smith"
"School of the Arts. Media. Performance and Design","FA","Voice: Speech & Dialect","THEA","3011","3","Voice: Speech & Dialect","M","Eric , Armstrong"
"School of the Arts. Media. Performance and Design","FA","West African Drum Ensemble: Ghanaian","MUSI","1043","3","West African Drum Ensemble: Ghanaian","C","Frederick Kwasi , Dunyo"
"School of the Arts. Media. Performance and Design","FA","West African Drum Ensemble: Ghanaian","MUSI","2043","3","West African Drum Ensemble: Ghanaian","C","Frederick Kwasi , Dunyo"
"School of the Arts. Media. Performance and Design","FA","West African Drum Ensemble: Ghanaian","MUSI","3043","3","West African Drum Ensemble: Ghanaian","C","Frederick Kwasi , Dunyo"
"School of the Arts. Media. Performance and Design","FA","West African Drum Ensemble: Ghanaian","MUSI","4043","3","West African Drum Ensemble: Ghanaian","C","Frederick Kwasi , Dunyo"
"School of the Arts. Media. Performance and Design","FA","Women and Popular Music","MUSI","1580","6","Women and Popular Music","B","Jennifer , Taylor"
"School of the Arts. Media. Performance and Design","FA","Workshop in Musicianship I","MUSI","1000","6","Workshop in Musicianship I","A","Charles Matthew , Brubeck"
"School of the Arts. Media. Performance and Design","FA","Workshop in Musicianship I","MUSI","1000","6","Workshop in Musicianship I","A","James , Stager"
"School of the Arts. Media. Performance and Design","FA","Workshop in Musicianship II","MUSI","2000","6","Workshop in Musicianship II","A","Gerald , Shatford"
"School of the Arts. Media. Performance and Design","FA","Workshop in Musicianship II","MUSI","2000","6","Workshop in Musicianship II","A","John , Castillo"
"School of the Arts. Media. Performance and Design","FA","Workshop in Musicianship II","MUSI","2000","6","Workshop in Musicianship II","A","Jonathan , Wilkinson"
"School of the Arts. Media. Performance and Design","FA","Workshop in Musicianship II","MUSI","2000","6","Workshop in Musicianship II","A","Michael , Cado"
"School of the Arts. Media. Performance and Design","FA","Workshop in Musicianship II","MUSI","2000","6","Workshop in Musicianship II","A","Natalie , Stewart"
"School of the Arts. Media. Performance and Design","FA","Workshop in Musicianship II","MUSI","2000","6","Workshop in Musicianship II","A","Ryan , Grist"
"School of the Arts. Media. Performance and Design","FA","Workshop in Musicianship II","MUSI","2000","6","Workshop in Musicianship II","A","Susan , Black"
"School of the Arts. Media. Performance and Design","FA","World Music:  Folk Guitar","MUSI","2099","3","World Music: Folk Guitar","A","Michael , Cado"
"School of the Arts. Media. Performance and Design","FA","World Music:  Folk Guitar","MUSI","2099","6","World Music: Folk Guitar","A","Michael , Cado"
"School of the Arts. Media. Performance and Design","FA","World Music: Individual Instruction - Ashkenazi an","MUSI","1099","3","Ashkenazi and Sephardic Vocal Music","A","Michael , Cado"
"School of the Arts. Media. Performance and Design","FA","World Music: Individual Instruction - Ashkenazi an","MUSI","1099","6","Ashkenazi and Sephardic Vocal Music","A","Michael , Cado"
"School of the Arts. Media. Performance and Design","FA","World Music: Individual Instruction - Ashkenazi an","MUSI","2099","3","Ashkenazi and Sephardic Vocal Music","A","Michael , Cado"
"School of the Arts. Media. Performance and Design","FA","World Music: Individual Instruction - Ashkenazi an","MUSI","2099","6","Ashkenazi and Sephardic Vocal Music","A","Michael , Cado"
"School of the Arts. Media. Performance and Design","FA","World Music: Individual Instruction - Ashkenazi an","MUSI","3099","3","Ashkenazi and Sephardic Vocal Music","A","Michael , Cado"
"School of the Arts. Media. Performance and Design","FA","World Music: Individual Instruction - Ashkenazi an","MUSI","3099","6","Ashkenazi and Sephardic Vocal Music","A","Michael , Cado"
"School of the Arts. Media. Performance and Design","FA","World Music: Individual Instruction - Ashkenazi an","MUSI","4099","3","Ashkenazi and Sephardic Vocal Music","A","Michael , Cado"
"School of the Arts. Media. Performance and Design","FA","World Music: Individual Instruction - Ashkenazi an","MUSI","4099","6","Ashkenazi and Sephardic Vocal Music","A","Michael , Cado"
"School of the Arts. Media. Performance and Design","FA","World Music: Individual Instruction - Baglama","MUSI","1099","3","World Music: Baglama","A","Michael , Cado"
"School of the Arts. Media. Performance and Design","FA","World Music: Individual Instruction - Baglama","MUSI","1099","6","World Music: Baglama","A","Michael , Cado"
"School of the Arts. Media. Performance and Design","FA","World Music: Individual Instruction - Baglama","MUSI","2099","3","World Music: Baglama","A","Michael , Cado"
"School of the Arts. Media. Performance and Design","FA","World Music: Individual Instruction - Baglama","MUSI","2099","6","World Music: Baglama","A","Michael , Cado"
"School of the Arts. Media. Performance and Design","FA","World Music: Individual Instruction - Baglama","MUSI","3099","3","World Music:Baglama","A","Michael , Cado"
"School of the Arts. Media. Performance and Design","FA","World Music: Individual Instruction - Baglama","MUSI","3099","6","World Music:Baglama","A","Michael , Cado"
"School of the Arts. Media. Performance and Design","FA","World Music: Individual Instruction - Baglama","MUSI","4099","3","World Music: Baglama","A","Michael , Cado"
"School of the Arts. Media. Performance and Design","FA","World Music: Individual Instruction - Baglama","MUSI","4099","6","World Music: Baglama","A","Michael , Cado"
"School of the Arts. Media. Performance and Design","FA","World Music: Individual Instruction - Balkan Vocal","MUSI","1099","3","Balkan Vocal Music","A","Michael , Cado"
"School of the Arts. Media. Performance and Design","FA","World Music: Individual Instruction - Balkan Vocal","MUSI","1099","6","Balkan Vocal Music","A","Michael , Cado"
"School of the Arts. Media. Performance and Design","FA","World Music: Individual Instruction - Balkan Vocal","MUSI","2099","3","Balkan Vocal Music","A","Michael , Cado"
"School of the Arts. Media. Performance and Design","FA","World Music: Individual Instruction - Balkan Vocal","MUSI","2099","6","Balkan Vocal Music","A","Michael , Cado"
"School of the Arts. Media. Performance and Design","FA","World Music: Individual Instruction - Balkan Vocal","MUSI","3099","3","World Music: Balkan Vocal Music","A","Michael , Cado"
"School of the Arts. Media. Performance and Design","FA","World Music: Individual Instruction - Balkan Vocal","MUSI","3099","6","World Music: Balkan Vocal Music","A","Michael , Cado"
"School of the Arts. Media. Performance and Design","FA","World Music: Individual Instruction - Balkan Vocal","MUSI","4099","3","World Music: Balkan Vocal Music","A","Michael , Cado"
"School of the Arts. Media. Performance and Design","FA","World Music: Individual Instruction - Balkan Vocal","MUSI","4099","6","World Music: Balkan Vocal Music","A","Michael , Cado"
"School of the Arts. Media. Performance and Design","FA","World Music: Individual Instruction - Dizi","MUSI","1099","3","World Music: Dizi","A","Michael , Cado"
"School of the Arts. Media. Performance and Design","FA","World Music: Individual Instruction - Dizi","MUSI","1099","6","World Music: Dizi","A","Michael , Cado"
"School of the Arts. Media. Performance and Design","FA","World Music: Individual Instruction - Dizi","MUSI","2099","3","World Music: Dizi","A","Michael , Cado"
"School of the Arts. Media. Performance and Design","FA","World Music: Individual Instruction - Dizi","MUSI","2099","6","World Music: Dizi","A","Michael , Cado"
"School of the Arts. Media. Performance and Design","FA","World Music: Individual Instruction - Dizi","MUSI","3099","3","World Music: Dizi","A","Michael , Cado"
"School of the Arts. Media. Performance and Design","FA","World Music: Individual Instruction - Dizi","MUSI","3099","6","World Music: Dizi","A","Michael , Cado"
"School of the Arts. Media. Performance and Design","FA","World Music: Individual Instruction - Dizi","MUSI","4099","3","World Music: Dizi","A","Michael , Cado"
"School of the Arts. Media. Performance and Design","FA","World Music: Individual Instruction - Dizi","MUSI","4099","6","World Music: Dizi","A","Michael , Cado"
"School of the Arts. Media. Performance and Design","FA","World Music: Individual Instruction - Early Music","MUSI","1099","3","Early Music Wind Instruments","A","Michael , Cado"
"School of the Arts. Media. Performance and Design","FA","World Music: Individual Instruction - Early Music","MUSI","1099","6","Early Music Wind Instruments","A","Michael , Cado"
"School of the Arts. Media. Performance and Design","FA","World Music: Individual Instruction - Early Music","MUSI","2099","3","Early Music Wind Instruments","A","Michael , Cado"
"School of the Arts. Media. Performance and Design","FA","World Music: Individual Instruction - Early Music","MUSI","2099","6","Early Music Wind Instruments","A","Michael , Cado"
"School of the Arts. Media. Performance and Design","FA","World Music: Individual Instruction - Early Music","MUSI","3099","3","Early Music Wind Instruments","A","Michael , Cado"
"School of the Arts. Media. Performance and Design","FA","World Music: Individual Instruction - Early Music","MUSI","3099","6","Early Music Wind Instruments","A","Michael , Cado"
"School of the Arts. Media. Performance and Design","FA","World Music: Individual Instruction - Early Music","MUSI","4099","3","Early Music Wind Instruments","A","Michael , Cado"
"School of the Arts. Media. Performance and Design","FA","World Music: Individual Instruction - Early Music","MUSI","4099","6","Early Music Wind Instruments","A","Michael , Cado"
"School of the Arts. Media. Performance and Design","FA","World Music: Individual Instruction - Flamenco Gui","MUSI","1099","3","World Music: Flamenco Guitar","A","Michael , Cado"
"School of the Arts. Media. Performance and Design","FA","World Music: Individual Instruction - Flamenco Gui","MUSI","1099","6","World Music: Flamenco Guitar","A","Michael , Cado"
"School of the Arts. Media. Performance and Design","FA","World Music: Individual Instruction - Flamenco Gui","MUSI","2099","3","World Music: Flamenco Guitar","A","Michael , Cado"
"School of the Arts. Media. Performance and Design","FA","World Music: Individual Instruction - Flamenco Gui","MUSI","2099","6","World Music: Flamenco Guitar","A","Michael , Cado"
"School of the Arts. Media. Performance and Design","FA","World Music: Individual Instruction - Flamenco Gui","MUSI","3099","3","World Music: Flamenco Guitar","A","Michael , Cado"
"School of the Arts. Media. Performance and Design","FA","World Music: Individual Instruction - Flamenco Gui","MUSI","3099","6","World Music: Flamenco Guitar","A","Michael , Cado"
"School of the Arts. Media. Performance and Design","FA","World Music: Individual Instruction - Flamenco Gui","MUSI","4099","3","World Music: Flamenco Guitar","A","Michael , Cado"
"School of the Arts. Media. Performance and Design","FA","World Music: Individual Instruction - Flamenco Gui","MUSI","4099","6","World Music: Flamenco Guitar","A","Michael , Cado"
"School of the Arts. Media. Performance and Design","FA","World Music: Individual Instruction - Folk Fiddle","MUSI","1099","3","Folk Fiddle","A","Michael , Cado"
"School of the Arts. Media. Performance and Design","FA","World Music: Individual Instruction - Folk Fiddle","MUSI","1099","6","Folk Fiddle","A","Michael , Cado"
"School of the Arts. Media. Performance and Design","FA","World Music: Individual Instruction - Folk Fiddle","MUSI","2099","3","Folk Fiddle","A","Michael , Cado"
"School of the Arts. Media. Performance and Design","FA","World Music: Individual Instruction - Folk Fiddle","MUSI","2099","6","Folk Fiddle","A","Michael , Cado"
"School of the Arts. Media. Performance and Design","FA","World Music: Individual Instruction - Folk Fiddle","MUSI","3099","3","Folk Fiddle","A","Michael , Cado"
"School of the Arts. Media. Performance and Design","FA","World Music: Individual Instruction - Folk Fiddle","MUSI","3099","6","Folk Fiddle","A","Michael , Cado"
"School of the Arts. Media. Performance and Design","FA","World Music: Individual Instruction - Folk Fiddle","MUSI","4099","3","Folk Fiddle","A","Michael , Cado"
"School of the Arts. Media. Performance and Design","FA","World Music: Individual Instruction - Folk Fiddle","MUSI","4099","6","Folk Fiddle","A","Michael , Cado"
"School of the Arts. Media. Performance and Design","FA","World Music: Individual Instruction - Folk Guitar","MUSI","1099","3","World Music: Folk Guitar","A","Michael , Cado"
"School of the Arts. Media. Performance and Design","FA","World Music: Individual Instruction - Folk Guitar","MUSI","1099","6","World Music: Folk Guitar","A","Michael , Cado"
"School of the Arts. Media. Performance and Design","FA","World Music: Individual Instruction - Folk Guitar","MUSI","3099","3","World Music: Folk Guitar","A","Michael , Cado"
"School of the Arts. Media. Performance and Design","FA","World Music: Individual Instruction - Folk Guitar","MUSI","3099","6","World Music: Folk Guitar","A","Michael , Cado"
"School of the Arts. Media. Performance and Design","FA","World Music: Individual Instruction - Folk Guitar","MUSI","4099","3","World Music: Folk Guitar","A","Michael , Cado"
"School of the Arts. Media. Performance and Design","FA","World Music: Individual Instruction - Folk Guitar","MUSI","4099","6","World Music: Folk Guitar","A","Michael , Cado"
"School of the Arts. Media. Performance and Design","FA","World Music: Individual Instruction - Hand Percuss","MUSI","1099","3","Hand Percussion: Various Traditions","A","Michael , Cado"
"School of the Arts. Media. Performance and Design","FA","World Music: Individual Instruction - Hand Percuss","MUSI","1099","6","Hand Percussion: Various Traditions","A","Michael , Cado"
"School of the Arts. Media. Performance and Design","FA","World Music: Individual Instruction - Hand Percuss","MUSI","2099","3","Hand Percussion: Various Traditions","A","Michael , Cado"
"School of the Arts. Media. Performance and Design","FA","World Music: Individual Instruction - Hand Percuss","MUSI","2099","6","Hand Percussion: Various Traditions","A","Michael , Cado"
"School of the Arts. Media. Performance and Design","FA","World Music: Individual Instruction - Hand Percuss","MUSI","3099","3","Hand Percussion: Various Traditions","A","Michael , Cado"
"School of the Arts. Media. Performance and Design","FA","World Music: Individual Instruction - Hand Percuss","MUSI","3099","6","Hand Percussion: Various Traditions","A","Michael , Cado"
"School of the Arts. Media. Performance and Design","FA","World Music: Individual Instruction - Hand Percuss","MUSI","4099","3","Hand Percussion: Various Traditions","A","Michael , Cado"
"School of the Arts. Media. Performance and Design","FA","World Music: Individual Instruction - Hand Percuss","MUSI","4099","6","Hand Percussion: Various Traditions","A","Michael , Cado"
"School of the Arts. Media. Performance and Design","FA","World Music: Individual Instruction - Jembe","MUSI","1099","3","World Music: Jembe","A","Michael , Cado"
"School of the Arts. Media. Performance and Design","FA","World Music: Individual Instruction - Jembe","MUSI","1099","6","World Music: Jembe","A","Michael , Cado"
"School of the Arts. Media. Performance and Design","FA","World Music: Individual Instruction - Jembe","MUSI","2099","3","World Music: Jembe","A","Michael , Cado"
"School of the Arts. Media. Performance and Design","FA","World Music: Individual Instruction - Jembe","MUSI","2099","6","World Music: Jembe","A","Michael , Cado"
"School of the Arts. Media. Performance and Design","FA","World Music: Individual Instruction - Jembe","MUSI","3099","3","World Music: Jembe","A","Michael , Cado"
"School of the Arts. Media. Performance and Design","FA","World Music: Individual Instruction - Jembe","MUSI","3099","6","World Music: Jembe","A","Michael , Cado"
"School of the Arts. Media. Performance and Design","FA","World Music: Individual Instruction - Jembe","MUSI","4099","3","World Music: Jembe","A","Michael , Cado"
"School of the Arts. Media. Performance and Design","FA","World Music: Individual Instruction - Jembe","MUSI","4099","6","World Music: Jembe","A","Michael , Cado"
"School of the Arts. Media. Performance and Design","FA","World Music: Individual Instruction - Persian Radi","MUSI","1099","6","World Music: Persian Radif","A","Michael , Cado"
"School of the Arts. Media. Performance and Design","FA","World Music: Individual Instruction - Persian Radi","MUSI","2099","3","World Music: Persian Radif","A","Michael , Cado"
"School of the Arts. Media. Performance and Design","FA","World Music: Individual Instruction - Persian Radi","MUSI","2099","6","World Music: Persian Radif","A","Michael , Cado"
"School of the Arts. Media. Performance and Design","FA","World Music: Individual Instruction - Persian Radi","MUSI","3099","3","World Music: Persian Radif","A","Michael , Cado"
"School of the Arts. Media. Performance and Design","FA","World Music: Individual Instruction - Persian Radi","MUSI","3099","6","World Music: Persian Radif","A","Michael , Cado"
"School of the Arts. Media. Performance and Design","FA","World Music: Individual Instruction - Persian Radi","MUSI","4099","3","World Music: Persian Radif","A","Michael , Cado"
"School of the Arts. Media. Performance and Design","FA","World Music: Individual Instruction - Persian Radi","MUSI","4099","6","World Music: Persian Radif","A","Michael , Cado"
"School of the Arts. Media. Performance and Design","FA","World Music: Individual Instruction - Pipa","MUSI","1099","3","World Music: Pipa","A","Michael , Cado"
"School of the Arts. Media. Performance and Design","FA","World Music: Individual Instruction - Pipa","MUSI","1099","6","World Music: Pipa","A","Michael , Cado"
"School of the Arts. Media. Performance and Design","FA","World Music: Individual Instruction - Pipa","MUSI","2099","3","World Music: Pipa","A","Michael , Cado"
"School of the Arts. Media. Performance and Design","FA","World Music: Individual Instruction - Pipa","MUSI","2099","6","World Music: Pipa","A","Michael , Cado"
"School of the Arts. Media. Performance and Design","FA","World Music: Individual Instruction - Pipa","MUSI","3099","3","World Music:Pipa","A","Michael , Cado"
"School of the Arts. Media. Performance and Design","FA","World Music: Individual Instruction - Pipa","MUSI","3099","6","World Music:Pipa","A","Michael , Cado"
"School of the Arts. Media. Performance and Design","FA","World Music: Individual Instruction - Pipa","MUSI","4099","3","World Music: Pipa","A","Michael , Cado"
"School of the Arts. Media. Performance and Design","FA","World Music: Individual Instruction - Pipa","MUSI","4099","6","World Music: Pipa","A","Michael , Cado"
"School of the Arts. Media. Performance and Design","FA","World Music: Individual Instruction - Tabla","MUSI","1099","3","World Music: Tabla","A","Michael , Cado"
"School of the Arts. Media. Performance and Design","FA","World Music: Individual Instruction - Tabla","MUSI","1099","6","World Music: Tabla","A","Michael , Cado"
"School of the Arts. Media. Performance and Design","FA","World Music: Individual Instruction - Tabla","MUSI","2099","3","World Music: Tabla","A","Michael , Cado"
"School of the Arts. Media. Performance and Design","FA","World Music: Individual Instruction - Tabla","MUSI","2099","6","World Music: Tabla","A","Michael , Cado"
"School of the Arts. Media. Performance and Design","FA","World Music: Individual Instruction - Tabla","MUSI","3099","3","World Music:Tabla","A","Michael , Cado"
"School of the Arts. Media. Performance and Design","FA","World Music: Individual Instruction - Tabla","MUSI","3099","6","World Music:Tabla","A","Michael , Cado"
"School of the Arts. Media. Performance and Design","FA","World Music: Individual Instruction - Tabla","MUSI","4099","3","World Music: Tabla","A","Michael , Cado"
"School of the Arts. Media. Performance and Design","FA","World Music: Individual Instruction - Tabla","MUSI","4099","6","World Music: Tabla","A","Michael , Cado"
"School of the Arts. Media. Performance and Design","FA","World Music: Individual Instruction - Village Folk","MUSI","1099","3","Village Folk Vocal Styles","A","Michael , Cado"
"School of the Arts. Media. Performance and Design","FA","World Music: Individual Instruction - Village Folk","MUSI","1099","6","Village Folk Vocal Styles","A","Michael , Cado"
"School of the Arts. Media. Performance and Design","FA","World Music: Individual Instruction - Village Folk","MUSI","2099","3","Village Folk Vocal Styles","A","Michael , Cado"
"School of the Arts. Media. Performance and Design","FA","World Music: Individual Instruction - Village Folk","MUSI","2099","6","Village Folk Vocal Styles","A","Michael , Cado"
"School of the Arts. Media. Performance and Design","FA","World Music: Individual Instruction - Village Folk","MUSI","3099","3","Village Folk Vocal Styles","A","Michael , Cado"
"School of the Arts. Media. Performance and Design","FA","World Music: Individual Instruction - Village Folk","MUSI","3099","6","Village Folk Vocal Styles","A","Michael , Cado"
"School of the Arts. Media. Performance and Design","FA","World Music: Individual Instruction - Village Folk","MUSI","4099","3","Village Folk Vocal Styles","A","Michael , Cado"
"School of the Arts. Media. Performance and Design","FA","World Music: Individual Instruction - Village Folk","MUSI","4099","6","Village Folk Vocal Styles","A","Michael , Cado"
"School of the Arts. Media. Performance and Design","FA","World Music: Individual Instruction - World Rhythm","MUSI","1099","3","World Rhythms for Drumkit","A","Michael , Cado"
"School of the Arts. Media. Performance and Design","FA","World Music: Individual Instruction - World Rhythm","MUSI","1099","6","World Rhythms for Drumkit","A","Michael , Cado"
"School of the Arts. Media. Performance and Design","FA","World Music: Individual Instruction - World Rhythm","MUSI","2099","3","World Rhythms for Drumkit","A","Michael , Cado"
"School of the Arts. Media. Performance and Design","FA","World Music: Individual Instruction - World Rhythm","MUSI","2099","6","World Rhythms for Drumkit","A","Michael , Cado"
"School of the Arts. Media. Performance and Design","FA","World Music: Individual Instruction - World Rhythm","MUSI","3099","3","World Rhythms for Drumkit","A","Michael , Cado"
"School of the Arts. Media. Performance and Design","FA","World Music: Individual Instruction - World Rhythm","MUSI","3099","6","World Rhythms for Drumkit","A","Michael , Cado"
"School of the Arts. Media. Performance and Design","FA","World Music: Individual Instruction - World Rhythm","MUSI","4099","3","World Rhythms for Drumkit","A","Michael , Cado"
"School of the Arts. Media. Performance and Design","FA","World Music: Individual Instruction - World Rhythm","MUSI","4099","6","World Rhythms for Drumkit","A","Michael , Cado"
"School of the Arts. Media. Performance and Design","FA","World Music: Individual Instruction - Xiao","MUSI","1099","3","World Music: Xiao","A","Michael , Cado"
"School of the Arts. Media. Performance and Design","FA","World Music: Individual Instruction - Xiao","MUSI","1099","6","World Music: Xiao","A","Michael , Cado"
"School of the Arts. Media. Performance and Design","FA","World Music: Individual Instruction - Xiao","MUSI","2099","3","World Music: Xiao","A","Michael , Cado"
"School of the Arts. Media. Performance and Design","FA","World Music: Individual Instruction - Xiao","MUSI","2099","6","World Music: Xiao","A","Michael , Cado"
"School of the Arts. Media. Performance and Design","FA","World Music: Individual Instruction - Xiao","MUSI","3099","3","World Music: Xiao","A","Michael , Cado"
"School of the Arts. Media. Performance and Design","FA","World Music: Individual Instruction - Xiao","MUSI","3099","6","World Music: Xiao","A","Michael , Cado"
"School of the Arts. Media. Performance and Design","FA","World Music: Individual Instruction - Xiao","MUSI","4099","3","World Music: Xiao","A","Michael , Cado"
"School of the Arts. Media. Performance and Design","FA","World Music: Individual Instruction - Xiao","MUSI","4099","6","World Music: Xiao","A","Michael , Cado"
"School of the Arts. Media. Performance and Design","FA","World Music: Individual Instruction - Yangqin  and","MUSI","3099","3","World Music: Yangqin and Zheng","A","Michael , Cado"
"School of the Arts. Media. Performance and Design","FA","World Music: Individual Instruction - Yangqin and","MUSI","1099","3","World Music: Yangqin and Zheng","A","Michael , Cado"
"School of the Arts. Media. Performance and Design","FA","World Music: Individual Instruction - Yangqin and","MUSI","1099","6","World Music: Yangqin and Zheng","A","Michael , Cado"
"School of the Arts. Media. Performance and Design","FA","World Music: Individual Instruction - Yangqin and","MUSI","2099","3","World Music: Yangqin and Zheng","A","Michael , Cado"
"School of the Arts. Media. Performance and Design","FA","World Music: Individual Instruction - Yangqin and","MUSI","2099","6","World Music: Yanggin and Zheng","A","Michael , Cado"
"School of the Arts. Media. Performance and Design","FA","World Music: Individual Instruction - Yangqin and","MUSI","3099","6","World Music: Yangqin and Zheng","A","Michael , Cado"
"School of the Arts. Media. Performance and Design","FA","World Music: Individual Instruction - Yangqin and","MUSI","4099","3","World Music: Yangqin and Zheng","A","Michael , Cado"
"School of the Arts. Media. Performance and Design","FA","World Music: Individual Instruction - Yangqin and","MUSI","4099","6","World Music: Yangqin and Zheng","A","Michael , Cado"
"School of the Arts. Media. Performance and Design","FA","World Music: Individual Instruction - Zhonghu and","MUSI","1099","3","World Music: Zhonghu and Erhu","A","Michael , Cado"
"School of the Arts. Media. Performance and Design","FA","World Music: Individual Instruction - Zhonghu and","MUSI","1099","6","World Music: Zhonghu and Erhu","A","Michael , Cado"
"School of the Arts. Media. Performance and Design","FA","World Music: Individual Instruction - Zhonghu and","MUSI","2099","3","World Music: Zhonghu and Erhu","A","Michael , Cado"
"School of the Arts. Media. Performance and Design","FA","World Music: Individual Instruction - Zhonghu and","MUSI","2099","6","World Music: Zhonghu and Erhu","A","Michael , Cado"
"School of the Arts. Media. Performance and Design","FA","World Music: Individual Instruction - Zhonghu and","MUSI","3099","3","World Music: Zhonghu and Erhu","A","Michael , Cado"
"School of the Arts. Media. Performance and Design","FA","World Music: Individual Instruction - Zhonghu and","MUSI","3099","6","World Music: Zhonghu and Erhu","A","Michael , Cado"
"School of the Arts. Media. Performance and Design","FA","World Music: Individual Instruction - Zhonghu and","MUSI","4099","3","World Music: Zhonghu and Erhu","A","Michael , Cado"
"School of the Arts. Media. Performance and Design","FA","World Music: Individual Instruction - Zhonghu and","MUSI","4099","6","World Music: Zhonghu and Erhu","A","Michael , Cado"
"School of the Arts. Media. Performance and Design","FA","World Music: Individual Instruction: Traditional H","MUSI","1099","3","World Music: Traditional Harp","A","Michael , Cado"
"School of the Arts. Media. Performance and Design","FA","World Music: Individual Instruction: Traditional H","MUSI","1099","6","World Music: Traditional Harp","A","Michael , Cado"
"School of the Arts. Media. Performance and Design","FA","World Music: Individual Instruction: Traditional H","MUSI","2099","3","World Music: Traditional Harp","A","Michael , Cado"
"School of the Arts. Media. Performance and Design","FA","World Music: Individual Instruction: Traditional H","MUSI","2099","6","World Music: Traditional Harp","A","Michael , Cado"
"School of the Arts. Media. Performance and Design","FA","World Music: Individual Instruction: Traditional H","MUSI","3099","3","World Music: Traditional Harp","A","Michael , Cado"
"School of the Arts. Media. Performance and Design","FA","World Music: Individual Instruction: Traditional H","MUSI","3099","6","World Music: Traditional Harp","A","Michael , Cado"
"School of the Arts. Media. Performance and Design","FA","World Music: Individual Instruction: Traditional H","MUSI","4099","3","World Music: Traditional Harp","A","Michael , Cado"
"School of the Arts. Media. Performance and Design","FA","World Music: Individual Instruction: Traditional H","MUSI","4099","6","World Music: Traditional Harp","A","Michael , Cado"
"School of the Arts. Media. Performance and Design","FA","World Music: Persian Radif","MUSI","1099","3","Persian Radif","A","Michael , Cado"
"School of the Arts. Media. Performance and Design","FA","Writing for Games & Interactive Media I","CMA","1123","3","Writing for Games & Interactive Media I","A","Alaa , Abdelrazek"
"School of the Arts. Media. Performance and Design","FA","Writing for Games & Interactive Media I","CMA","1123","3","Writing for Games & Interactive Media I","A","Jim , Munroe"
